,Boat,Trip Details,Dock Totals,Date
0,"Aztec  Seaforth Sportfishing  San Diego, CA",26 Anglers2 Day,"5 Bluefin Tuna, 6 Yellowtail",2020-11-12
1,"San Diego  Seaforth Sportfishing  San Diego, CA",33 AnglersFull Day,"117 Yellowtail, 4 Dorado, 18 Skipjack Tuna, 38 Yellowfin Tuna",2020-11-12
2,"Sea Watch  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day AM,"3 Sheephead, 2 Whitefish, 102 Rockfish, 29 Vermilion Rockfish",2020-11-12
3,"Sea Watch  Seaforth Sportfishing  San Diego, CA",26 Anglers1/2 Day PM,"7 Sheephead, 23 Whitefish, 90 Rockfish, 20 Vermilion Rockfish",2020-11-12
0,"Condor  Fisherman's Landing  San Diego, CA",22 Anglers1.5 Day,6 Bluefin Tuna,2020-11-13
1,"Liberty  Fisherman's Landing  San Diego, CA",33 AnglersFull Day,"131 Yellowtail, 1 Yellowfin Tuna",2020-11-13
2,"Outrider  Fisherman's Landing  San Diego, CA",9 Anglers2.5 Day,6 Bluefin Tuna,2020-11-13
3,"Pacific Queen  Fisherman's Landing  San Diego, CA",30 Anglers1.5 Day,4 Bluefin Tuna,2020-11-13
4,"Tomahawk  Fisherman's Landing  San Diego, CA",27 Anglers1.5 Day,14 Bluefin Tuna,2020-11-13
5,"Western Star  Fisherman's Landing  San Diego, CA",3 AnglersFull Day,"15 Yellowtail, 15 Vermilion Rockfish",2020-11-13
0,"Alicia  H&M Landing  San Diego, CA",10 Anglers1/2 Day TwilightLocal,"5 Lobster, 9 Lobster Released",2020-11-13
1,"Alicia  H&M Landing  San Diego, CA",5 Anglers1/2 Day AM,"15 Rockfish, 45 Red Rockfish",2020-11-13
2,"Grande  H&M Landing  San Diego, CA",34 AnglersFull Day,"139 Yellowtail, 4 Dorado, 9 Skipjack Tuna, 17 Yellowfin Tuna",2020-11-13
3,"Old Glory  H&M Landing  San Diego, CA",29 AnglersOvernightOffshore,"62 Yellowtail, 1 Dorado, 25 Skipjack Tuna, 145 Yellowfin Tuna",2020-11-13
4,"Producer  H&M Landing  San Diego, CA",16 Anglers1.5 DayOffshore,4 Bluefin Tuna,2020-11-13
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",14 Anglers1/2 Day AMLocal,"1 Sand Bass, 12 Sculpin, 40 Whitefish, 80 Rockfish",2020-11-13
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",19 Anglers1/2 Day AM,"12 Sheephead, 55 Whitefish, 4 Bonito, 5 Rockfish",2020-11-13
0,"Pacifica  Seaforth Sportfishing  San Diego, CA",26 Anglers1.5 Day,9 Bluefin Tuna,2020-11-13
1,"San Diego  Seaforth Sportfishing  San Diego, CA",34 AnglersFull Day,"170 Yellowtail, 1 Dorado",2020-11-13
2,"Sea Watch  Seaforth Sportfishing  San Diego, CA",26 Anglers1/2 Day AM,"9 Sheephead, 53 Whitefish, 140 Rockfish, 17 Vermilion Rockfish",2020-11-13
3,"Sea Watch  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day PM,"11 Sheephead, 40 Whitefish, 187 Rockfish, 12 Vermilion Rockfish",2020-11-13
4,"Tribute  Seaforth Sportfishing  San Diego, CA",14 AnglersOvernight,"48 Yellowtail, 22 Skipjack Tuna, 70 Yellowfin Tuna",2020-11-13
0,"Liberty  Fisherman's Landing  San Diego, CA",39 AnglersFull Day,"113 Yellowtail, 4 Dorado",2020-11-14
1,"Pacific Dawn  Fisherman's Landing  San Diego, CA",17 Anglers2 Day,2 Bluefin Tuna,2020-11-14
0,"Daiwa Pacific  H&M Landing  San Diego, CA",15 AnglersOvernight,"7 Yellowtail, 1 Skipjack Tuna, 75 Yellowfin Tuna",2020-11-14
1,"Easter B  H&M Landing  San Diego, CA",6 AnglersOvernight,"9 Yellowtail, 2 Dorado, 10 Yellowfin Tuna",2020-11-14
2,"Grande  H&M Landing  San Diego, CA",30 AnglersFull DayOffshore,"34 Yellowtail, 1 Skipjack Tuna, 102 Yellowfin Tuna",2020-11-14
3,"Legend  H&M Landing  San Diego, CA",23 AnglersOvernight,"60 Yellowtail, 2 Dorado, 115 Yellowfin Tuna",2020-11-14
4,"Malihini  H&M Landing  San Diego, CA",29 AnglersFull Day,"17 Yellowtail, 1 Dorado, 1 Skipjack Tuna",2020-11-14
5,"Old Glory  H&M Landing  San Diego, CA",21 AnglersOvernight,"53 Yellowtail, 1 Skipjack Tuna, 105 Yellowfin Tuna",2020-11-14
6,"Premier  H&M Landing  San Diego, CA",39 Anglers1/2 Day AM,"5 Bonito, 131 Rockfish",2020-11-14
7,"Premier  H&M Landing  San Diego, CA",29 Anglers1/2 Day PM,"2 Sand Bass, 45 Sculpin, 2 Sheephead, 1 Calico Bass, 37 Rockfish",2020-11-14
8,"Relentless  H&M Landing  San Diego, CA",10 AnglersOvernight,"50 Yellowtail, 1 Dorado",2020-11-14
9,"Sea Adventure 80  H&M Landing  San Diego, CA",26 Anglers1.5 DayOffshore,"16 Yellowtail, 75 Yellowfin Tuna",2020-11-14
0,"Sea Trek  Helgrens Sportfishing  Oceanside, CA",22 Anglers3/4 Day,"9 Sculpin, 3 Whitefish, 31 Rockfish, 71 Sanddab, 1 Soupfin Shark, 22 Red Rockfish, 16 Sculpin Released, 15 Rockfish Released, 30 Sanddab Released, 5 Red Rockfish Released",2020-11-14
0,"Blue Horizon  Oceanside Sea Center  Oceanside, CA",12 Anglers3/4 Day,"2 Sculpin, 1 Yellowtail, 6 Whitefish, 50 Rockfish",2020-11-14
1,"Chubasco II  Oceanside Sea Center  Oceanside, CA",16 Anglers1/2 Day AM,"5 Sculpin, 3 Sheephead, 25 Whitefish, 90 Rockfish",2020-11-14
2,"Chubasco II  Oceanside Sea Center  Oceanside, CA",20 Anglers1/2 Day PM,"50 Sculpin, 1 Sheephead, 9 Whitefish, 61 Rockfish",2020-11-14
3,"Pronto  Oceanside Sea Center  Oceanside, CA",10 Anglers3/4 Day,"1 Lingcod, 6 Whitefish, 35 Rockfish",2020-11-14
4,"Sea Star  Oceanside Sea Center  Oceanside, CA",9 Anglers1/2 Day AM,"8 Whitefish, 40 Rockfish",2020-11-14
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",24 Anglers1/2 Day AM,"10 Barred Sand Bass, 2 Sculpin, 8 Sheephead, 2 Lingcod, 141 Whitefish, 31 Rockfish",2020-11-14
1,"Mission Belle  Point Loma Sportfishing  San Diego, CA",25 AnglersFull Day,"57 Yellowtail, 2 Dorado",2020-11-14
2,"Point Loma  Point Loma Sportfishing  San Diego, CA",10 AnglersFull Day,50 Yellowtail,2020-11-14
0,"Pride  Seaforth Sportfishing  San Diego, CA",16 AnglersFull Day,"48 Yellowtail, 4 Bonito, 8 Skipjack Tuna",2020-11-14
1,"San Diego  Seaforth Sportfishing  San Diego, CA",34 AnglersFull Day,"163 Yellowtail, 3 Skipjack Tuna, 2 Yellowfin Tuna",2020-11-14
2,"Sea Watch  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day AM,"3 Lingcod, 40 Whitefish, 60 Rockfish, 35 Vermilion Rockfish",2020-11-14
3,"Sea Watch  Seaforth Sportfishing  San Diego, CA",24 Anglers1/2 Day PM,"4 Sheephead, 1 Calico Bass, 18 Whitefish, 45 Rockfish, 7 Vermilion Rockfish",2020-11-14
0,"Condor  Fisherman's Landing  San Diego, CA",29 Anglers1.5 Day,"22 Yellowtail, 1 Dorado, 10 Skipjack Tuna, 145 Yellowfin Tuna",2020-11-15
1,"Liberty  Fisherman's Landing  San Diego, CA",40 AnglersFull Day,"60 Yellowtail, 1 Dorado, 2 Skipjack Tuna",2020-11-15
2,"Pegasus  Fisherman's Landing  San Diego, CA",15 Anglers1.5 Day,43 Yellowfin Tuna,2020-11-15
0,"Alicia  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"9 Lobster, 38 Lobster Released",2020-11-15
1,"Daiwa Pacific  H&M Landing  San Diego, CA",20 AnglersOvernight,"30 Yellowtail, 1 Dorado, 100 Yellowfin Tuna",2020-11-15
2,"Easter B  H&M Landing  San Diego, CA",4 Anglers1/2 Day PM,37 Rockfish,2020-11-15
3,"Grande  H&M Landing  San Diego, CA",36 AnglersFull Day,"31 Yellowtail, 7 Yellowfin Tuna",2020-11-15
4,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"11 Lobster, 72 Lobster Released",2020-11-15
5,"Malihini  H&M Landing  San Diego, CA",23 AnglersFull Day,"14 Yellowtail, 4 Bonito",2020-11-15
6,"Old Glory  H&M Landing  San Diego, CA",31 AnglersOvernight,"155 Yellowtail, 6 Skipjack Tuna, 42 Yellowfin Tuna",2020-11-15
7,"Premier  H&M Landing  San Diego, CA",18 Anglers1/2 Day AM,"2 Sand Bass, 16 Sculpin, 73 Rockfish",2020-11-15
8,"Premier  H&M Landing  San Diego, CA",26 Anglers1/2 Day PM,"4 Sand Bass, 40 Sculpin, 1 Sheephead, 55 Rockfish",2020-11-15
9,"Relentless  H&M Landing  San Diego, CA",9 AnglersOvernight,"34 Yellowtail, 30 Yellowfin Tuna",2020-11-15
10,"Sea Adventure 80  H&M Landing  San Diego, CA",26 Anglers1.5 Day,"16 Yellowtail, 75 Yellowfin Tuna",2020-11-15
0,"Oceanside 95  Helgrens Sportfishing  Oceanside, CA",31 Anglers1.5 Day,"34 Yellowtail, 11 Skipjack Tuna, 101 Yellowfin Tuna",2020-11-15
0,"Blue Horizon  Oceanside Sea Center  Oceanside, CA",15 Anglers3/4 Day,"48 Sculpin, 2 Sheephead, 2 Calico Bass, 4 Whitefish, 22 Rockfish",2020-11-15
1,"Chubasco II  Oceanside Sea Center  Oceanside, CA",13 Anglers1/2 Day AM,"15 Sculpin, 2 Sheephead, 10 Whitefish, 97 Rockfish",2020-11-15
2,"Chubasco II  Oceanside Sea Center  Oceanside, CA",8 Anglers1/2 Day PM,"35 Sculpin, 3 Sheephead, 12 Rockfish",2020-11-15
3,"Pronto  Oceanside Sea Center  Oceanside, CA",10 Anglers1/2 Day AM,"1 Sheephead, 26 Rockfish",2020-11-15
4,"Sea Star  Oceanside Sea Center  Oceanside, CA",7 Anglers3/4 Day,"12 Whitefish, 36 Rockfish",2020-11-15
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",24 Anglers1/2 Day AM,"5 Barred Sand Bass, 10 Sculpin, 62 Whitefish",2020-11-15
1,"Point Loma  Point Loma Sportfishing  San Diego, CA",13 AnglersFull Day,"15 Yellowtail, 2 Dorado",2020-11-15
0,"Aztec  Seaforth Sportfishing  San Diego, CA",25 Anglers3 Day,"5 Bluefin Tuna, 7 Yellowtail",2020-11-15
1,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",5 Anglers1/2 Day AM,"3 Yellowtail, 5 Rockfish",2020-11-15
2,"Pride  Seaforth Sportfishing  San Diego, CA",16 AnglersFull Day,41 Yellowtail,2020-11-15
3,"San Diego  Seaforth Sportfishing  San Diego, CA",31 AnglersFull Day,"145 Yellowtail, 11 Yellowfin Tuna",2020-11-15
4,"Sea Watch  Seaforth Sportfishing  San Diego, CA",23 Anglers1/2 Day AM,"3 Sheephead, 1 Lingcod, 26 Whitefish, 138 Rockfish, 21 Vermilion Rockfish",2020-11-15
5,"Sea Watch  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day PM,"2 Calico Bass, 18 Whitefish, 34 Rockfish",2020-11-15
0,"Alicia  H&M Landing  San Diego, CA",9 Anglers1/2 Day Twilight,"11 Lobster, 31 Lobster Released",2020-11-16
1,"Grande  H&M Landing  San Diego, CA",35 AnglersFull Day,8 Yellowtail,2020-11-16
2,"Old Glory  H&M Landing  San Diego, CA",30 AnglersOvernight,"150 Yellowtail, 150 Yellowfin Tuna",2020-11-16
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",16 Anglers1/2 Day AM,"62 Sculpin, 1 Sheephead, 12 Whitefish, 64 Rockfish",2020-11-16
0,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",4 Anglers1/2 Day AM,"1 Yellowtail, 30 Vermilion Rockfish",2020-11-16
1,"Pacifica  Seaforth Sportfishing  San Diego, CA",16 AnglersOvernight,"80 Yellowtail, 40 Yellowfin Tuna",2020-11-16
2,"San Diego  Seaforth Sportfishing  San Diego, CA",31 AnglersFull Day,"27 Yellowtail, 18 Dorado, 29 Skipjack Tuna",2020-11-16
3,"Sea Watch  Seaforth Sportfishing  San Diego, CA",23 Anglers1/2 Day AM,"2 Sheephead, 2 Yellowtail, 21 Whitefish, 58 Rockfish, 62 Vermilion Rockfish",2020-11-16
4,"Sea Watch  Seaforth Sportfishing  San Diego, CA",27 Anglers1/2 Day PM,"4 Yellowtail, 15 Whitefish, 25 Rockfish",2020-11-16
0,"Liberty  Fisherman's Landing  San Diego, CA",22 AnglersFull Day,"89 Yellowtail, 2 Skipjack Tuna",2020-11-17
1,"Pegasus  Fisherman's Landing  San Diego, CA",22 Anglers1.5 Day,"90 Yellowtail, 90 Yellowfin Tuna",2020-11-17
0,"Alicia  H&M Landing  San Diego, CA",10 AnglersOvernight,"11 Lobster, 27 Lobster Released",2020-11-17
1,"Old Glory  H&M Landing  San Diego, CA",30 AnglersOvernight,"150 Yellowtail, 1 Skipjack Tuna, 116 Yellowfin Tuna",2020-11-17
2,"Premier  H&M Landing  San Diego, CA",14 Anglers1/2 Day AM,"3 Sand Bass, 30 Sculpin, 3 Sheephead, 2 Calico Bass, 25 Rockfish",2020-11-17
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",9 Anglers1/2 Day Twilight,"4 Sculpin, 6 Whitefish, 46 Rockfish",2020-11-17
0,"New Lo-An  Point Loma Sportfishing  San Diego, CA",20 Anglers2.5 Day,"2 Bluefin Tuna (up to 150 pounds), 13 Yellowtail, 1 Dorado, 20 Skipjack Tuna, 146 Yellowfin Tuna",2020-11-17
0,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",2 Anglers1/2 Day AM,"11 Yellowtail, 15 Vermilion Rockfish",2020-11-17
1,"San Diego  Seaforth Sportfishing  San Diego, CA",34 AnglersFull Day,"170 Yellowtail, 2 Dorado, 2 Skipjack Tuna, 9 Yellowfin Tuna",2020-11-17
2,"Sea Watch  Seaforth Sportfishing  San Diego, CA",17 Anglers1/2 Day AM,"14 Yellowtail, 10 Rockfish, 12 Vermilion Rockfish",2020-11-17
3,"Sea Watch  Seaforth Sportfishing  San Diego, CA",23 Anglers1/2 Day PM,"2 Sculpin, 30 Whitefish, 31 Rockfish",2020-11-17
4,"Tribute  Seaforth Sportfishing  San Diego, CA",27 Anglers1.5 Day,2 Bluefin Tuna (up to 242 pounds),2020-11-17
0,"Condor  Fisherman's Landing  San Diego, CA",19 Anglers1.5 Day,2 Bluefin Tuna,2020-11-18
1,"Pacific Queen  Fisherman's Landing  San Diego, CA",24 Anglers3 Day,8 Bluefin Tuna,2020-11-18
0,"Alicia  H&M Landing  San Diego, CA",7 Anglers1/2 Day Twilight,"7 Lobster, 7 Lobster Released",2020-11-18
1,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"7 Lobster, 35 Lobster Released",2020-11-18
2,"Old Glory  H&M Landing  San Diego, CA",30 AnglersOvernight,"150 Yellowtail, 7 Dorado, 134 Yellowfin Tuna",2020-11-18
3,"Premier  H&M Landing  San Diego, CA",20 Anglers1/2 Day PM,"3 Sand Bass, 45 Sculpin, 1 Sheephead, 2 Calico Bass, 12 Rockfish",2020-11-18
0,"Sea Trek  Helgrens Sportfishing  Oceanside, CA",14 Anglers1/2 Day AM,"2 Sand Bass, 12 Sculpin, 1 Sheephead, 1 Calico Bass, 4 Whitefish, 2 Treefish, 2 Red Rockfish, 4 Sand Bass Released, 15 Sculpin Released, 22 Calico Bass Released",2020-11-18
0,"Aztec  Seaforth Sportfishing  San Diego, CA",25 Anglers3 Day,"8 Bluefin Tuna, 1 Yellowtail, 2 Bonito",2020-11-18
1,"Pacifica  Seaforth Sportfishing  San Diego, CA",27 Anglers2 Day,"203 Yellowtail, 1 Dorado, 1 Yellowfin Tuna",2020-11-18
2,"San Diego  Seaforth Sportfishing  San Diego, CA",32 AnglersFull Day,"160 Yellowtail, 12 Dorado, 2 Skipjack Tuna",2020-11-18
3,"Sea Watch  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day AM,"1 Sheephead, 22 Whitefish, 51 Rockfish, 38 Vermilion Rockfish",2020-11-18
4,"Sea Watch  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day PM,"2 Sheephead, 31 Whitefish, 40 Rockfish",2020-11-18
0,"Liberty  Fisherman's Landing  San Diego, CA",19 AnglersFull Day,87 Yellowtail,2020-11-19
1,"Outrider  Fisherman's Landing  San Diego, CA",9 Anglers2.5 Day,3 Bluefin Tuna (up to 200 pounds),2020-11-19
0,"Alicia  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"3 Lobster, 26 Lobster Released",2020-11-19
1,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"7 Lobster, 31 Lobster Released",2020-11-19
2,"Old Glory  H&M Landing  San Diego, CA",30 AnglersOvernight,"150 Yellowtail, 1 Dorado, 1 Yellowfin Tuna",2020-11-19
3,"Premier  H&M Landing  San Diego, CA",17 Anglers1/2 Day PM,"3 Sand Bass, 47 Sculpin, 5 Calico Bass, 32 Rockfish",2020-11-19
4,"Sea Adventure 80  H&M Landing  San Diego, CA",17 Anglers4 Day,,2020-11-19
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",10 Anglers1/2 Day AM,"22 Barred Sand Bass, 2 Sculpin, 2 Sheephead, 1 Calico Bass, 15 Whitefish, 6 Rockfish",2020-11-19
1,"Game Changer  Point Loma Sportfishing  San Diego, CA",6 Anglers2.5 Day,9 Bluefin Tuna (up to 302 pounds),2020-11-19
0,"San Diego  Seaforth Sportfishing  San Diego, CA",24 AnglersFull Day,"120 Yellowtail, 1 Dorado",2020-11-19
1,"Sea Watch  Seaforth Sportfishing  San Diego, CA",16 Anglers1/2 Day AM,"19 Rockfish, 71 Vermilion Rockfish",2020-11-19
2,"Sea Watch  Seaforth Sportfishing  San Diego, CA",12 Anglers1/2 Day PM,"2 Sculpin, 31 Whitefish, 24 Rockfish",2020-11-19
0,"Condor  Fisherman's Landing  San Diego, CA",14 Anglers1.5 Day,4 Bluefin Tuna,2020-11-20
1,"Liberty  Fisherman's Landing  San Diego, CA",17 AnglersFull Day,"85 Yellowtail, 1 Dorado, 1 Skipjack Tuna",2020-11-20
0,"Alicia  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"9 Lobster, 15 Lobster Released",2020-11-20
1,"Old Glory  H&M Landing  San Diego, CA",29 AnglersOvernight,"145 Yellowtail, 1 Skipjack Tuna, 2 Yellowfin Tuna",2020-11-20
2,"Premier  H&M Landing  San Diego, CA",9 Anglers1/2 Day AM,"4 Sculpin, 80 Rockfish",2020-11-20
3,"Premier  H&M Landing  San Diego, CA",12 Anglers1/2 Day PM,"4 Sand Bass, 21 Sculpin, 1 Sheephead, 1 Calico Bass, 51 Rockfish",2020-11-20
4,"Reel Champion  H&M Landing  San Diego, CA",6 Anglers1.5 Day,,2020-11-20
0,"Blue Horizon  Oceanside Sea Center  Oceanside, CA",8 Anglers3/4 DayLocal,"16 Whitefish, 40 Mackerel, 32 Rockfish, 50 Sanddab",2020-11-20
1,"Pronto  Oceanside Sea Center  Oceanside, CA",9 Anglers3/4 DayLocal,90 Rockfish,2020-11-20
0,"Pacifica  Seaforth Sportfishing  San Diego, CA",17 Anglers1.5 Day,2 Bluefin Tuna,2020-11-20
1,"San Diego  Seaforth Sportfishing  San Diego, CA",34 AnglersFull Day,"112 Yellowtail, 1 Dorado",2020-11-20
2,"Sea Watch  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day AM,"1 Sheephead, 2 Yellowtail, 15 Whitefish, 30 Rockfish, 7 Vermilion Rockfish",2020-11-20
3,"Sea Watch  Seaforth Sportfishing  San Diego, CA",26 Anglers1/2 Day PM,"1 Sheephead, 1 Calico Bass, 17 Whitefish, 35 Rockfish, 8 Vermilion Rockfish",2020-11-20
4,"Tribute  Seaforth Sportfishing  San Diego, CA",14 AnglersOvernight,"70 Yellowtail, 2 Dorado",2020-11-20
0,"Liberty  Fisherman's Landing  San Diego, CA",10 AnglersFull Day,50 Yellowtail,2020-11-21
0,"Alicia  H&M Landing  San Diego, CA",6 Anglers1/2 Day Twilight,"18 Lobster, 51 Lobster Released",2020-11-21
1,"Grande  H&M Landing  San Diego, CA",34 AnglersFull Day,62 Yellowtail,2020-11-21
2,"Mustang  H&M Landing  San Diego, CA",27 AnglersOvernight,"135 Yellowtail, 1 Dorado",2020-11-21
3,"Old Glory  H&M Landing  San Diego, CA",31 AnglersOvernight,"155 Yellowtail, 2 Dorado",2020-11-21
4,"Premier  H&M Landing  San Diego, CA",39 Anglers1/2 Day AM,"4 Sculpin, 1 Sheephead, 153 Rockfish",2020-11-21
5,"Premier  H&M Landing  San Diego, CA",28 Anglers1/2 Day PM,"1 Sand Bass, 45 Sculpin, 25 Rockfish",2020-11-21
0,"Sea Trek  Helgrens Sportfishing  Oceanside, CA",17 Anglers1/2 Day AM,"3 Sand Bass, 13 Sculpin, 3 Sheephead, 2 Calico Bass, 2 Whitefish, 4 Treefish, 2 Sand Bass Released, 5 Sculpin Released, 2 Sheephead Released, 16 Calico Bass Released",2020-11-21
0,"Blue Horizon  Oceanside Sea Center  Oceanside, CA",7 Anglers3/4 DayLocal,"1 Halibut, 30 Mackerel, 10 Rockfish, 22 Sanddab, 60 Vermilion Rockfish",2020-11-21
1,"Chubasco II  Oceanside Sea Center  Oceanside, CA",14 Anglers1/2 Day AMLocal,"5 Sculpin, 12 Whitefish, 92 Rockfish",2020-11-21
2,"Chubasco II  Oceanside Sea Center  Oceanside, CA",8 Anglers1/2 Day PMLocal,"4 Sculpin, 2 Whitefish, 55 Rockfish",2020-11-21
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",24 Anglers1/2 Day AM,"1 Barred Sand Bass, 2 Sculpin, 3 Sheephead, 1 Calico Bass, 3 Whitefish, 25 Rockfish",2020-11-21
1,"Mission Belle  Point Loma Sportfishing  San Diego, CA",17 AnglersFull Day,63 Yellowtail,2020-11-21
2,"New Lo-An  Point Loma Sportfishing  San Diego, CA",17 Anglers2.5 Day,"1 Bluefin Tuna (up to 150 pounds), 42 Sheephead, 12 Yellowtail (up to 25 pounds)",2020-11-21
3,"Point Loma  Point Loma Sportfishing  San Diego, CA",15 Anglers1/2 Day AM,"8 Barred Sand Bass, 2 Sheephead, 1 Yellowtail, 1 Calico Bass, 1 Lingcod, 44 Whitefish, 10 Rockfish",2020-11-21
0,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",5 AnglersFull Day,25 Yellowtail,2020-11-21
1,"San Diego  Seaforth Sportfishing  San Diego, CA",34 AnglersFull Day,161 Yellowtail,2020-11-21
2,"Sea Watch  Seaforth Sportfishing  San Diego, CA",24 Anglers1/2 Day AM,"2 Sheephead, 14 Whitefish, 55 Rockfish, 8 Vermilion Rockfish",2020-11-21
3,"Sea Watch  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day PM,"2 Sheephead, 32 Whitefish, 39 Rockfish, 12 Vermilion Rockfish",2020-11-21
0,"Condor  Fisherman's Landing  San Diego, CA",24 Anglers1.5 Day,"3 Dorado, 33 Skipjack Tuna, 22 Yellowfin Tuna",2020-11-22
1,"Liberty  Fisherman's Landing  San Diego, CA",38 AnglersFull Day,25 Yellowtail,2020-11-22
2,"Pacific Queen  Fisherman's Landing  San Diego, CA",29 Anglers1.5 Day,14 Bluefin Tuna (up to 200 pounds),2020-11-22
3,"Pegasus  Fisherman's Landing  San Diego, CA",20 Anglers1.5 Day,100 Yellowfin Tuna,2020-11-22
4,"Tomahawk  Fisherman's Landing  San Diego, CA",26 Anglers1.5 Day,4 Bluefin Tuna (up to 190 pounds),2020-11-22
0,"Alicia  H&M Landing  San Diego, CA",9 Anglers1/2 Day Twilight,"11 Lobster, 44 Lobster Released",2020-11-22
1,"Grande  H&M Landing  San Diego, CA",33 AnglersFull Day,13 Yellowtail,2020-11-22
2,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"7 Lobster, 44 Lobster Released",2020-11-22
3,"Mustang  H&M Landing  San Diego, CA",13 AnglersOvernight,65 Yellowtail,2020-11-22
4,"Old Glory  H&M Landing  San Diego, CA",28 AnglersOvernight,"118 Yellowtail, 1 Dorado",2020-11-22
5,"Premier  H&M Landing  San Diego, CA",40 Anglers1/2 Day AM,"2 Sand Bass, 7 Sculpin, 130 Rockfish",2020-11-22
6,"Premier  H&M Landing  San Diego, CA",31 Anglers1/2 Day PM,"7 Sand Bass, 66 Sculpin, 1 Sheephead, 3 Calico Bass, 31 Rockfish",2020-11-22
7,"Producer  H&M Landing  San Diego, CA",17 Anglers1.5 Day,"3 Dorado, 13 Skipjack Tuna, 60 Yellowfin Tuna",2020-11-22
8,"Reel Champion  H&M Landing  San Diego, CA",4 AnglersFull Day,40 Red Rockfish,2020-11-22
0,"Oceanside 95  Helgrens Sportfishing  Oceanside, CA",27 Anglers1.5 Day,"165 Yellowtail, 1 Dorado, 1 Skipjack Tuna, 1 Striped Marlin Released",2020-11-22
1,"Sea Trek  Helgrens Sportfishing  Oceanside, CA",17 Anglers3/4 Day,"6 Bocaccio, 11 Sculpin, 2 Sheephead, 1 Triggerfish, 15 Whitefish, 30 Rockfish, 88 Sanddab, 38 Red Rockfish, 16 Sculpin Released, 3 Sheephead Released, 3 Whitefish Released, 16 Rockfish Released, 25 Sanddab Released",2020-11-22
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",17 Anglers1/2 Day AMLocal,"9 Sculpin, 1 Sheephead, 4 Whitefish, 65 Rockfish",2020-11-22
1,"Chubasco II  Oceanside Sea Center  Oceanside, CA",12 Anglers1/2 Day PMLocal,"1 Sand Bass, 5 Sculpin, 4 Whitefish, 90 Rockfish",2020-11-22
2,"Sea Star  Oceanside Sea Center  Oceanside, CA",6 Anglers3/4 DayLocal,"1 Sheephead, 1 Calico Bass, 29 Whitefish, 27 Rockfish",2020-11-22
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",22 Anglers1/2 Day AM,"21 Sculpin, 7 Sheephead, 32 Whitefish, 24 Rockfish",2020-11-22
1,"El Capitan  Point Loma Sportfishing  San Diego, CA",14 Anglers1.5 Day,4 Bluefin Tuna (up to 156 pounds),2020-11-22
0,"Aztec  Seaforth Sportfishing  San Diego, CA",25 Anglers3 Day,5 Bluefin Tuna (up to 175 pounds),2020-11-22
1,"El Gato Dos  Seaforth Sportfishing  San Diego, CA",5 Anglers1/2 Day AM,"1 Sheephead, 5 Whitefish, 17 Rockfish, 25 Vermilion Rockfish",2020-11-22
2,"Pacifica  Seaforth Sportfishing  San Diego, CA",26 Anglers1.5 Day,5 Bluefin Tuna (up to 180 pounds),2020-11-22
3,"Pride  Seaforth Sportfishing  San Diego, CA",14 Anglers1.5 Day,"70 Yellowtail, 3 Dorado, 1 Skipjack Tuna",2020-11-22
4,"San Diego  Seaforth Sportfishing  San Diego, CA",35 AnglersFull Day,61 Yellowtail,2020-11-22
5,"Sea Watch  Seaforth Sportfishing  San Diego, CA",23 Anglers1/2 Day AM,"30 Whitefish, 60 Rockfish, 10 Vermilion Rockfish",2020-11-22
6,"Sea Watch  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day PM,"5 Sculpin, 8 Sheephead, 19 Whitefish, 75 Rockfish, 11 Vermilion Rockfish",2020-11-22
